ID,Start Node,Stop Node,Label,Diameter (mm),Notes,Length (Scaled) (m),Slope (Calculated) (m/km),Section Type,Manning's n,Flow (m³/h),Velocity (m/s),Capacity (Full Flow) (m³/h),Flow / Capacity (Design) (%),Depth/Rise (%),Is Active?,Population (System Sanitary) (Capita)
11912,MH3080,MH3059,נתוני_קווי_ביוב_אופקים-1678,160,,12.85,11.678,Circle,0.013,(N/A),(N/A),70,(N/A),(N/A),True,(N/A)
11913,MH4099,MH4115,נתוני_קווי_ביוב_אופקים-10683,225,,12.85,-8.562,Circle,0.013,(N/A),(N/A),150,(N/A),(N/A),True,(N/A)
11915,MH5635,MH5628,נתוני_קווי_ביוב_אופקים-9197,200,,12.85,9.336,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
11916,MH2676,MH4497,נתוני_קווי_ביוב_אופקים-8047,200,,12.85,-1110.87,Circle,0.013,(N/A),(N/A),1244,(N/A),(N/A),True,(N/A)
11918,MH2201,MH2216,נתוני_קווי_ביוב_אופקים-8059,200,,12.86,-13.221,Circle,0.013,(N/A),(N/A),136,(N/A),(N/A),True,(N/A)
11924,MH3896,MH3878,נתוני_קווי_ביוב_אופקים-6466,200,,12.87,8.548,Circle,0.013,(N/A),(N/A),109,(N/A),(N/A),True,(N/A)
11926,MH272,MH271,נתוני_קווי_ביוב_אופקים-3102,110,,12.87,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11932,MH592,MH1545,נתוני_קווי_ביוב_אופקים-7,0,,12.89,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11935,MH5279,MH5215,נתוני_קווי_ביוב_אופקים-5279,200,,12.9,39.55,Circle,0.013,(N/A),(N/A),235,(N/A),(N/A),True,(N/A)
11938,MH1799,MH1786,נתוני_קווי_ביוב_אופקים-2619,8,,12.91,10.072,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11940,MH5291,MH5275,נתוני_קווי_ביוב_אופקים-5009,200,,12.91,12.391,Circle,0.013,(N/A),(N/A),131,(N/A),(N/A),True,(N/A)
11946,MH3819,MH3766,נתוני_קווי_ביוב_אופקים-1482,160,,12.92,26.316,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
11947,MH4605,MH4585,נתוני_קווי_ביוב_אופקים-6935,200,,12.92,9.287,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
11948,MH651,MH653,נתוני_קווי_ביוב_אופקים-5845,10,,12.92,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11949,MH2592,MH2573,נתוני_קווי_ביוב_אופקים-8231,200,,12.92,11.607,Circle,0.013,(N/A),(N/A),127,(N/A),(N/A),True,(N/A)
11954,MH1256,MH1255,נתוני_קווי_ביוב_אופקים-224,6,,12.94,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11955,MH452,MH2002,נתוני_קווי_ביוב_אופקים-4270,0,,12.94,-9491.679,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11957,MH2070,MH2064,נתוני_קווי_ביוב_אופקים-2950,160,,12.97,4.628,Circle,0.013,(N/A),(N/A),44,(N/A),(N/A),True,(N/A)
11959,MH4153,MH4171,נתוני_קווי_ביוב_אופקים-10681,225,,12.95,-10.037,Circle,0.013,(N/A),(N/A),162,(N/A),(N/A),True,(N/A)
11962,MH4852,MH4803,נתוני_קווי_ביוב_אופקים-6709,200,,12.96,20.838,Circle,0.013,(N/A),(N/A),170,(N/A),(N/A),True,(N/A)
11966,MH4158,MH4129,נתוני_קווי_ביוב_אופקים-10250,200,,12.96,10.802,Circle,0.013,(N/A),(N/A),123,(N/A),(N/A),True,(N/A)
11968,MH4519,MH4575,נתוני_קווי_ביוב_אופקים-8842,200,,12.97,-24.67,Circle,0.013,(N/A),(N/A),185,(N/A),(N/A),True,(N/A)
11969,MH283,MH1146,נתוני_קווי_ביוב_אופקים-3120,0,,12.97,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11970,MH5307,MH5330,נתוני_קווי_ביוב_אופקים-6682,200,,12.97,-12.333,Circle,0.013,(N/A),(N/A),131,(N/A),(N/A),True,(N/A)
11971,MH2103,MH1467,נתוני_קווי_ביוב_אופקים-3138,0,,12.97,9552.505,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11972,MH919,MH930,נתוני_קווי_ביוב_אופקים-5607,6,,12.98,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11975,MH522,MH521,נתוני_קווי_ביוב_אופקים-4575,0,,12.98,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11976,MH4198,MH4225,נתוני_קווי_ביוב_אופקים-7231,200,,12.98,-13.862,Circle,0.013,(N/A),(N/A),139,(N/A),(N/A),True,(N/A)
11978,MH3508,MH3491,נתוני_קווי_ביוב_אופקים-7349,255,,13.0,7.692,Circle,0.013,(N/A),(N/A),198,(N/A),(N/A),True,(N/A)
11985,MH2049,MH2040,נתוני_קווי_ביוב_אופקים-2939,160,,13.02,6.915,Circle,0.013,(N/A),(N/A),54,(N/A),(N/A),True,(N/A)
11987,MH4769,MH4792,נתוני_קווי_ביוב_אופקים-10837,200,,13.03,-10.748,Circle,0.013,(N/A),(N/A),122,(N/A),(N/A),True,(N/A)
11990,MH2485,MH2497,נתוני_קווי_ביוב_אופקים-8084,200,,13.04,-9.972,Circle,0.013,(N/A),(N/A),118,(N/A),(N/A),True,(N/A)
11996,MH2486,MH2462,נתוני_קווי_ביוב_אופקים-8238,200,,13.05,9.194,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
11997,MH5144,MH5034,נתוני_קווי_ביוב_אופקים-9711,200,,13.06,51.303,Circle,0.013,(N/A),(N/A),267,(N/A),(N/A),True,(N/A)
11998,MH1945,MH1928,נתוני_קווי_ביוב_אופקים-10484,160,,13.06,12.251,Circle,0.013,(N/A),(N/A),72,(N/A),(N/A),True,(N/A)
12001,MH4676,MH4616,נתוני_קווי_ביוב_אופקים-4093,16,,13.06,26.643,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12002,MH841,MH842,נתוני_קווי_ביוב_אופקים-7855,14,,13.13,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12003,MH4040,MH3965,נתוני_קווי_ביוב_אופקים-3973,20,,13.07,29.39,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12006,MH584,MH587,נתוני_קווי_ביוב_אופקים-5482,0,,13.07,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12008,MH2230,MH2225,נתוני_קווי_ביוב_אופקים-2373,6,,13.08,5.353,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12011,MH4564,MH4543,נתוני_קווי_ביוב_אופקים-5380,200,,13.08,9.173,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
12013,MH2703,MH2699,נתוני_קווי_ביוב_אופקים-2894,160,,13.09,3.82,Circle,0.013,(N/A),(N/A),40,(N/A),(N/A),True,(N/A)
12017,MH4460,MH4236,נתוני_קווי_ביוב_אופקים-606,200,,13.11,112.921,Circle,0.013,(N/A),(N/A),397,(N/A),(N/A),True,(N/A)
12019,MH3716,MH3635,נתוני_קווי_ביוב_אופקים-7058,200,,13.11,41.184,Circle,0.013,(N/A),(N/A),240,(N/A),(N/A),True,(N/A)
12020,MH5106,MH5083,נתוני_קווי_ביוב_אופקים-7474,200,,13.12,9.148,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
12022,MH647,MH648,נתוני_קווי_ביוב_אופקים-5850,10,,13.11,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12025,MH3242,MH3229,נתוני_קווי_ביוב_אופקים-5736,160,,13.12,8.383,Circle,0.013,(N/A),(N/A),60,(N/A),(N/A),True,(N/A)
12026,MH3834,MH3663,נתוני_קווי_ביוב_אופקים-709,160,,13.13,78.459,Circle,0.013,(N/A),(N/A),182,(N/A),(N/A),True,(N/A)
12027,MH386,MH432,נתוני_קווי_ביוב_אופקים-4353,0,,13.13,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12030,MH5354,MH5320,נתוני_קווי_ביוב_אופקים-5354,200,,13.14,21.306,Circle,0.013,(N/A),(N/A),172,(N/A),(N/A),True,(N/A)
12033,MH1282,MH609,נתוני_קווי_ביוב_אופקים-5787,6,,13.15,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12034,MH1869,MH1850,נתוני_קווי_ביוב_אופקים-2680,160,,13.15,10.648,Circle,0.013,(N/A),(N/A),67,(N/A),(N/A),True,(N/A)
12035,MH16,MH14,נתוני_קווי_ביוב_אופקים-80,6,,13.15,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12036,MH4932,MH4898,נתוני_קווי_ביוב_אופקים-6939,200,,13.15,12.927,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
12040,MH4757,MH4776,נתוני_קווי_ביוב_אופקים-10846,200,,13.17,-9.114,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
12041,MH5659,MH5655,נתוני_קווי_ביוב_אופקים-1941,16,,13.17,13.669,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12044,MH3142,MH3124,נתוני_קווי_ביוב_אופקים-1890,160,,13.18,12.142,Circle,0.013,(N/A),(N/A),72,(N/A),(N/A),True,(N/A)
12045,MH3841,MH3715,נתוני_קווי_ביוב_אופקים-1561,160,,13.18,59.942,Circle,0.013,(N/A),(N/A),159,(N/A),(N/A),True,(N/A)
12046,MH4068,MH4013,נתוני_קווי_ביוב_אופקים-1497,160,,13.18,25.789,Circle,0.013,(N/A),(N/A),105,(N/A),(N/A),True,(N/A)
12047,MH4232,MH4181,נתוני_קווי_ביוב_אופקים-6472,200,,13.19,22.751,Circle,0.013,(N/A),(N/A),178,(N/A),(N/A),True,(N/A)
12048,MH3202,MH3173,נתוני_קווי_ביוב_אופקים-5563,160,,13.19,13.648,Circle,0.013,(N/A),(N/A),76,(N/A),(N/A),True,(N/A)
12050,MH962,MH963,נתוני_קווי_ביוב_אופקים-7853,6,,13.19,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12053,MH5650,MH5631,נתוני_קווי_ביוב_אופקים-7784,200,,13.2,36.361,Circle,0.013,(N/A),(N/A),225,(N/A),(N/A),True,(N/A)
12054,MH3431,MH3397,נתוני_קווי_ביוב_אופקים-7342,200,,13.21,15.896,Circle,0.013,(N/A),(N/A),149,(N/A),(N/A),True,(N/A)
12055,MH4440,MH4418,נתוני_קווי_ביוב_אופקים-10720,200,,13.21,12.867,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
12056,MH5574,MH5568,נתוני_קווי_ביוב_אופקים-9121,200,,13.21,9.839,Circle,0.013,(N/A),(N/A),117,(N/A),(N/A),True,(N/A)
12057,MH4659,MH4554,נתוני_קווי_ביוב_אופקים-7364,200,,13.21,44.648,Circle,0.013,(N/A),(N/A),249,(N/A),(N/A),True,(N/A)
12058,MH4357,MH4328,נתוני_קווי_ביוב_אופקים-7093,200,,13.22,12.864,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
12060,MH4712,MH4598,נתוני_קווי_ביוב_אופקים-7370,200,,13.22,46.134,Circle,0.013,(N/A),(N/A),254,(N/A),(N/A),True,(N/A)
12061,MH1817,MH1811,נתוני_קווי_ביוב_אופקים-2446,4,,13.22,5.293,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12065,MH1783,MH1777,נתוני_קווי_ביוב_אופקים-2530,6,,13.23,6.048,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12068,MH3168,MH3019,נתוני_קווי_ביוב_אופקים-757,160,,13.23,98.988,Circle,0.013,(N/A),(N/A),205,(N/A),(N/A),True,(N/A)
12069,MH3470,MH3424,נתוני_קווי_ביוב_אופקים-5266,160,,13.23,26.446,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
12070,MH4690,MH4661,נתוני_קווי_ביוב_אופקים-10779,200,,13.24,12.088,Circle,0.013,(N/A),(N/A),130,(N/A),(N/A),True,(N/A)
12071,MH3149,MH3052,נתוני_קווי_ביוב_אופקים-2960,160,,16.43,50.526,Circle,0.013,(N/A),(N/A),146,(N/A),(N/A),True,(N/A)
12074,MH4548,MH4476,נתוני_קווי_ביוב_אופקים-4091,16,,13.25,31.471,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12075,MH5396,MH5370,נתוני_קווי_ביוב_אופקים-6673,200,,13.25,15.092,Circle,0.013,(N/A),(N/A),145,(N/A),(N/A),True,(N/A)
12078,MH2653,MH2639,נתוני_קווי_ביוב_אופקים-3641,40,,13.26,13.875,Circle,0.013,(N/A),(N/A),2,(N/A),(N/A),True,(N/A)
12080,MH3233,MH3297,נתוני_קווי_ביוב_אופקים-1527,0,,13.26,-42.979,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12081,MH3651,MH3626,נתוני_קווי_ביוב_אופקים-3982,16,,13.27,16.583,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12084,MH460,MH455,נתוני_קווי_ביוב_אופקים-5705,0,,13.28,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12085,MH1676,MH1669,נתוני_קווי_ביוב_אופקים-4986,16,,13.28,18.829,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12088,MH589,MH590,נתוני_קווי_ביוב_אופקים-4920,0,,13.28,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12090,MH3113,MH3073,נתוני_קווי_ביוב_אופקים-1887,160,,13.29,29.351,Circle,0.013,(N/A),(N/A),112,(N/A),(N/A),True,(N/A)
12091,MH5551,MH5529,נתוני_קווי_ביוב_אופקים-1019,200,,13.29,22.574,Circle,0.013,(N/A),(N/A),177,(N/A),(N/A),True,(N/A)
12093,MH3499,MH3470,נתוני_קווי_ביוב_אופקים-5119,160,,13.29,15.799,Circle,0.013,(N/A),(N/A),82,(N/A),(N/A),True,(N/A)
12094,MH1584,MH1585,נתוני_קווי_ביוב_אופקים-69,6,,13.3,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12095,MH2051,MH2049,נתוני_קווי_ביוב_אופקים-2943,160,,13.3,2.256,Circle,0.013,(N/A),(N/A),31,(N/A),(N/A),True,(N/A)
12097,MH2784,MH2720,נתוני_קווי_ביוב_אופקים-8769,200,,13.32,60.794,Circle,0.013,(N/A),(N/A),291,(N/A),(N/A),True,(N/A)
12098,MH5296,MH5281,נתוני_קווי_ביוב_אופקים-6795,200,,13.31,9.767,Circle,0.013,(N/A),(N/A),117,(N/A),(N/A),True,(N/A)
12099,MH3331,MH3301,נתוני_קווי_ביוב_אופקים-5744,160,,13.31,14.274,Circle,0.013,(N/A),(N/A),78,(N/A),(N/A),True,(N/A)
12100,MH959,MH960,נתוני_קווי_ביוב_אופקים-5521,6,,13.19,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12101,MH5708,MH5711,נתוני_קווי_ביוב_אופקים-9184,200,,13.32,-9.762,Circle,0.013,(N/A),(N/A),117,(N/A),(N/A),True,(N/A)
12102,MH3532,MH3520,נתוני_קווי_ביוב_אופקים-6775,200,,13.32,7.508,Circle,0.013,(N/A),(N/A),102,(N/A),(N/A),True,(N/A)
12104,MH3973,MH3943,נתוני_קווי_ביוב_אופקים-7185,200,,13.32,11.259,Circle,0.013,(N/A),(N/A),125,(N/A),(N/A),True,(N/A)
12105,MH1458,MH1469,נתוני_קווי_ביוב_אופקים-5716,6,,13.33,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12106,MH4355,MH4321,נתוני_קווי_ביוב_אופקים-6573,200,,13.33,15.005,Circle,0.013,(N/A),(N/A),145,(N/A),(N/A),True,(N/A)
12107,MH512,MH3346,נתוני_קווי_ביוב_אופקים-5140,160,,13.34,-10181.754,Circle,0.013,(N/A),(N/A),2078,(N/A),(N/A),True,(N/A)
12109,MH4614,MH4589,נתוני_קווי_ביוב_אופקים-6904,200,,13.34,11.241,Circle,0.013,(N/A),(N/A),125,(N/A),(N/A),True,(N/A)
12110,MH1279,MH1278,נתוני_קווי_ביוב_אופקים-5427,6,,13.34,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12113,MH5395,MH5377,נתוני_קווי_ביוב_אופקים-7573,200,,13.35,10.487,Circle,0.013,(N/A),(N/A),121,(N/A),(N/A),True,(N/A)
12114,MH3073,MH3110,נתוני_קווי_ביוב_אופקים-1897,160,,13.35,-26.963,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
12115,MH4900,MH4850,נתוני_קווי_ביוב_אופקים-6853,200,,13.35,18.722,Circle,0.013,(N/A),(N/A),162,(N/A),(N/A),True,(N/A)
12116,MH4784,MH4760,נתוני_קווי_ביוב_אופקים-7368,200,,13.36,11.98,Circle,0.013,(N/A),(N/A),129,(N/A),(N/A),True,(N/A)
12118,MH4827,MH4804,נתוני_קווי_ביוב_אופקים-7602,200,,13.37,9.727,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12120,MH4227,MH340,נתוני_קווי_ביוב_אופקים-3959,16,,13.37,10577.928,Circle,0.013,(N/A),(N/A),5,(N/A),(N/A),True,(N/A)
12122,MH1855,MH1862,נתוני_קווי_ביוב_אופקים-9387,200,,13.38,-5.232,Circle,0.013,(N/A),(N/A),85,(N/A),(N/A),True,(N/A)
12126,MH4562,MH4673,נתוני_קווי_ביוב_אופקים-8815,200,,13.39,-47.041,Circle,0.013,(N/A),(N/A),256,(N/A),(N/A),True,(N/A)
12129,MH5298,MH5286,נתוני_קווי_ביוב_אופקים-7519,200,,13.42,8.2,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
12130,MH1595,MH1591,נתוני_קווי_ביוב_אופקים-7842,800,,13.42,28.318,Circle,0.013,(N/A),(N/A),8011,(N/A),(N/A),True,(N/A)
12132,MH4208,MH4238,נתוני_קווי_ביוב_אופקים-7100,200,,13.43,-14.89,Circle,0.013,(N/A),(N/A),144,(N/A),(N/A),True,(N/A)
12133,MH3222,MH3166,נתוני_קווי_ביוב_אופקים-3947,20,,13.43,33.72,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12134,MH5065,MH5034,נתוני_קווי_ביוב_אופקים-9697,250,,13.44,11.164,Circle,0.013,(N/A),(N/A),226,(N/A),(N/A),True,(N/A)
12136,MH2529,MH2475,נתוני_קווי_ביוב_אופקים-3055,160,,13.44,28.274,Circle,0.013,(N/A),(N/A),110,(N/A),(N/A),True,(N/A)
12137,MH4385,MH4353,נתוני_קווי_ביוב_אופקים-1461,160,,13.44,14.878,Circle,0.013,(N/A),(N/A),79,(N/A),(N/A),True,(N/A)
12138,MH4231,MH4209,נתוני_קווי_ביוב_אופקים-1570,160,,13.44,9.669,Circle,0.013,(N/A),(N/A),64,(N/A),(N/A),True,(N/A)
12139,MH5497,MH5477,נתוני_קווי_ביוב_אופקים-6655,200,,13.45,16.357,Circle,0.013,(N/A),(N/A),151,(N/A),(N/A),True,(N/A)
12142,MH2146,MH2249,נתוני_קווי_ביוב_אופקים-8334,200,,13.47,-60.129,Circle,0.013,(N/A),(N/A),290,(N/A),(N/A),True,(N/A)
12143,MH4579,MH4559,נתוני_קווי_ביוב_אופקים-7392,200,,13.47,9.649,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12144,MH766,MH761,נתוני_קווי_ביוב_אופקים-5565,6,,13.47,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12145,MH4984,MH4959,נתוני_קווי_ביוב_אופקים-7555,200,,13.48,9.647,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12147,MH5609,MH5595,נתוני_קווי_ביוב_אופקים-86,16,,13.49,25.953,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12148,MH4672,MH3989,נתוני_קווי_ביוב_אופקים-1047,200,,13.49,308.366,Circle,0.013,(N/A),(N/A),656,(N/A),(N/A),True,(N/A)
12152,MH1436,MH1447,נתוני_קווי_ביוב_אופקים-24,6,,13.51,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12157,MH876,MH880,נתוני_קווי_ביוב_אופקים-5010,6,,13.52,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12158,MH2084,MH2073,נתוני_קווי_ביוב_אופקים-4200,20,,13.52,6.654,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12160,MH5506,MH5494,נתוני_קווי_ביוב_אופקים-865,0,,13.53,11.089,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12161,MH4808,MH4830,נתוני_קווי_ביוב_אופקים-10844,200,,13.53,-9.61,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12162,MH4977,MH4936,נתוני_קווי_ביוב_אופקים-7501,200,,13.54,15.515,Circle,0.013,(N/A),(N/A),147,(N/A),(N/A),True,(N/A)
12163,MH2108,MH2093,נתוני_קווי_ביוב_אופקים-8219,200,,13.54,13.291,Circle,0.013,(N/A),(N/A),136,(N/A),(N/A),True,(N/A)
12164,MH3985,MH3852,נתוני_קווי_ביוב_אופקים-3919,16,,13.54,55.823,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12166,MH906,MH1679,נתוני_קווי_ביוב_אופקים-10025,50,,13.57,-8756.245,Circle,0.013,(N/A),(N/A),87,(N/A),(N/A),True,(N/A)
12167,MH2689,MH2673,נתוני_קווי_ביוב_אופקים-8140,200,,13.55,11.066,Circle,0.013,(N/A),(N/A),124,(N/A),(N/A),True,(N/A)
12168,MH4196,MH4142,נתוני_קווי_ביוב_אופקים-1472,160,,13.56,22.127,Circle,0.013,(N/A),(N/A),97,(N/A),(N/A),True,(N/A)
12169,MH4086,MH4761,נתוני_קווי_ביוב_אופקים-1045,200,,13.56,-302.332,Circle,0.013,(N/A),(N/A),649,(N/A),(N/A),True,(N/A)
12170,MH1877,MH1867,נתוני_קווי_ביוב_אופקים-3777,16,,13.56,6.562,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12171,MH4356,MH4020,נתוני_קווי_ביוב_אופקים-7183,200,,13.57,142.227,Circle,0.013,(N/A),(N/A),445,(N/A),(N/A),True,(N/A)
12173,MH3422,MH3329,נתוני_קווי_ביוב_אופקים-704,200,,13.58,48.608,Circle,0.013,(N/A),(N/A),260,(N/A),(N/A),True,(N/A)
12174,MH1197,MH2808,נתוני_קווי_ביוב_אופקים-5674,6,,13.58,-9617.845,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12175,MH3902,MH4610,נתוני_קווי_ביוב_אופקים-1049,200,,13.58,-317.374,Circle,0.013,(N/A),(N/A),665,(N/A),(N/A),True,(N/A)
12177,MH5568,MH5577,נתוני_קווי_ביוב_אופקים-9129,200,,13.58,-16.933,Circle,0.013,(N/A),(N/A),154,(N/A),(N/A),True,(N/A)
12178,MH3612,MH3592,נתוני_קווי_ביוב_אופקים-7062,255,,13.59,10.304,Circle,0.013,(N/A),(N/A),229,(N/A),(N/A),True,(N/A)
12180,MH2513,MH2537,נתוני_קווי_ביוב_אופקים-8069,200,,13.59,-15.454,Circle,0.013,(N/A),(N/A),147,(N/A),(N/A),True,(N/A)
12182,MH3701,MH3723,נתוני_קווי_ביוב_אופקים-7260,200,,13.6,-7.355,Circle,0.013,(N/A),(N/A),101,(N/A),(N/A),True,(N/A)
12185,MH4212,MH4229,נתוני_קווי_ביוב_אופקים-10679,225,,13.61,-8.819,Circle,0.013,(N/A),(N/A),152,(N/A),(N/A),True,(N/A)
12186,MH3559,MH3543,נתוני_קווי_ביוב_אופקים-7067,255,,13.61,9.549,Circle,0.013,(N/A),(N/A),221,(N/A),(N/A),True,(N/A)
12189,MH828,MH839,נתוני_קווי_ביוב_אופקים-57,6,,13.63,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12190,MH4110,MH4134,נתוני_קווי_ביוב_אופקים-7235,200,,13.64,-10.994,Circle,0.013,(N/A),(N/A),124,(N/A),(N/A),True,(N/A)
12191,MH417,MH409,נתוני_קווי_ביוב_אופקים-4339,0,,13.65,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12192,MH703,MH704,נתוני_קווי_ביוב_אופקים-5594,8,,13.65,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12193,MH5703,MH5671,נתוני_קווי_ביוב_אופקים-9253,200,,13.65,82.783,Circle,0.013,(N/A),(N/A),340,(N/A),(N/A),True,(N/A)
12198,MH4221,MH4138,נתוני_קווי_ביוב_אופקים-4756,160,,13.67,35.105,Circle,0.013,(N/A),(N/A),122,(N/A),(N/A),True,(N/A)
12199,MH286,MH314,נתוני_קווי_ביוב_אופקים-52,0,,13.68,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12200,MH4222,MH4202,נתוני_קווי_ביוב_אופקים-6547,200,,13.68,9.506,Circle,0.013,(N/A),(N/A),115,(N/A),(N/A),True,(N/A)
12201,MH381,MH382,נתוני_קווי_ביוב_אופקים-4290,0,,13.69,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12202,MH718,MH535,נתוני_קווי_ביוב_אופקים-5401,12,,13.69,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12203,MH5557,MH5565,נתוני_קווי_ביוב_אופקים-5278,200,,13.69,-10.955,Circle,0.013,(N/A),(N/A),124,(N/A),(N/A),True,(N/A)
12204,MH649,MH650,נתוני_קווי_ביוב_אופקים-5843,10,,13.7,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12206,MH5410,MH5360,נתוני_קווי_ביוב_אופקים-4060,16,,13.71,32.162,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12211,MH3140,MH3118,נתוני_קווי_ביוב_אופקים-1910,160,,13.74,12.369,Circle,0.013,(N/A),(N/A),72,(N/A),(N/A),True,(N/A)
12212,MH15,MH5361,נתוני_קווי_ביוב_אופקים-5529,200,,13.75,-10801.3,Circle,0.013,(N/A),(N/A),3881,(N/A),(N/A),True,(N/A)
12213,MH800,MH2106,נתוני_קווי_ביוב_אופקים-4188,0,,13.75,-9014.296,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12214,MH1875,MH1863,נתוני_קווי_ביוב_אופקים-2464,6,,13.75,6.543,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12216,MH5047,MH5023,נתוני_קווי_ביוב_אופקים-6842,200,,13.76,8.722,Circle,0.013,(N/A),(N/A),110,(N/A),(N/A),True,(N/A)
12217,MH2311,MH2287,נתוני_קווי_ביוב_אופקים-8042,200,,13.76,13.08,Circle,0.013,(N/A),(N/A),135,(N/A),(N/A),True,(N/A)
