ID,Start Node,Stop Node,Label,Diameter (mm),Notes,Length (Scaled) (m),Slope (Calculated) (m/km),Section Type,Manning's n,Flow (m³/h),Velocity (m/s),Capacity (Full Flow) (m³/h),Flow / Capacity (Design) (%),Depth/Rise (%),Is Active?,Population (System Sanitary) (Capita)
11204,MH5277,MH5158,נתוני_קווי_ביוב_אופקים-4128,20,,11.45,70.738,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
11216,MH3223,MH3380,נתוני_קווי_ביוב_אופקים-706,160,,11.48,-99.31,Circle,0.013,(N/A),(N/A),205,(N/A),(N/A),True,(N/A)
11220,MH3116,MH3019,נתוני_קווי_ביוב_אופקים-756,160,,11.49,76.613,Circle,0.013,(N/A),(N/A),180,(N/A),(N/A),True,(N/A)
11222,MH5066,MH5002,נתוני_קווי_ביוב_אופקים-3937,10,,11.49,29.063,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11226,MH1916,MH1900,נתוני_קווי_ביוב_אופקים-2969,160,,11.49,8.7,Circle,0.013,(N/A),(N/A),61,(N/A),(N/A),True,(N/A)
11230,MH379,MH4441,נתוני_קווי_ביוב_אופקים-3441,16,,11.5,-12410.728,Circle,0.013,(N/A),(N/A),5,(N/A),(N/A),True,(N/A)
11233,MH4719,MH4680,נתוני_קווי_ביוב_אופקים-5286,200,,11.51,16.511,Circle,0.013,(N/A),(N/A),152,(N/A),(N/A),True,(N/A)
11238,MH1674,MH1665,נתוני_קווי_ביוב_אופקים-2792,6,,11.52,27.77,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11242,MH3094,MH2884,נתוני_קווי_ביוב_אופקים-8776,200,,11.53,193.427,Circle,0.013,(N/A),(N/A),519,(N/A),(N/A),True,(N/A)
11250,MH3495,MH3413,נתוני_קווי_ביוב_אופקים-1522,160,,11.57,50.997,Circle,0.013,(N/A),(N/A),147,(N/A),(N/A),True,(N/A)
11275,MH4282,MH4190,נתוני_קווי_ביוב_אופקים-3963,16,,11.6,45.76,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11296,MH116,MH117,נתוני_קווי_ביוב_אופקים-5610,0,,11.74,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11298,MH5145,MH5033,נתוני_קווי_ביוב_אופקים-6402,200,,11.64,59.277,Circle,0.013,(N/A),(N/A),287,(N/A),(N/A),True,(N/A)
11307,MH1567,MH1570,נתוני_קווי_ביוב_אופקים-5699,0,,11.68,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11310,MH1993,MH1960,נתוני_קווי_ביוב_אופקים-10480,200,,11.66,28.303,Circle,0.013,(N/A),(N/A),199,(N/A),(N/A),True,(N/A)
11317,MH314,MH235,נתוני_קווי_ביוב_אופקים-53,0,,11.67,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11321,MH2127,MH2113,נתוני_קווי_ביוב_אופקים-2991,10,,11.68,11.982,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11322,MH1189,MH604,נתוני_קווי_ביוב_אופקים-7844,6,,11.69,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11333,MH2527,MH2544,נתוני_קווי_ביוב_אופקים-8082,200,,11.7,-11.961,Circle,0.013,(N/A),(N/A),129,(N/A),(N/A),True,(N/A)
11343,MH3978,MH3831,נתוני_קווי_ביוב_אופקים-2158,160,,11.73,70.785,Circle,0.013,(N/A),(N/A),173,(N/A),(N/A),True,(N/A)
11355,MH5031,MH4962,נתוני_קווי_ביוב_אופקים-3935,10,,11.74,32.8,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11356,MH5275,MH5249,נתוני_קווי_ביוב_אופקים-7703,200,,11.74,17.89,Circle,0.013,(N/A),(N/A),158,(N/A),(N/A),True,(N/A)
11362,MH40,MH42,נתוני_קווי_ביוב_אופקים-5017,0,,11.76,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11372,MH3672,MH3558,נתוני_קווי_ביוב_אופקים-3876,16,,11.78,71.969,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11375,MH1895,MH1870,נתוני_קווי_ביוב_אופקים-3263,16,,11.79,15.864,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11386,MH4938,MH4913,נתוני_קווי_ביוב_אופקים-7442,200,,11.81,11.854,Circle,0.013,(N/A),(N/A),129,(N/A),(N/A),True,(N/A)
11391,MH619,MH620,נתוני_קווי_ביוב_אופקים-5797,6,,11.82,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11392,MH4927,MH4948,נתוני_קווי_ביוב_אופקים-8810,200,,11.82,-9.303,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
11397,MH5523,MH5484,נתוני_קווי_ביוב_אופקים-5192,200,,11.84,48.991,Circle,0.013,(N/A),(N/A),261,(N/A),(N/A),True,(N/A)
11404,MH3228,MH3185,נתוני_קווי_ביוב_אופקים-2179,160,,11.85,30.385,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
11406,MH2481,MH2455,נתוני_קווי_ביוב_אופקים-8163,200,,11.86,14.34,Circle,0.013,(N/A),(N/A),141,(N/A),(N/A),True,(N/A)
11435,MH5548,MH5523,נתוני_קווי_ביוב_אופקים-7767,200,,11.92,26.018,Circle,0.013,(N/A),(N/A),190,(N/A),(N/A),True,(N/A)
11444,MH3208,MH3149,נתוני_קווי_ביוב_אופקים-2958,160,,11.93,38.547,Circle,0.013,(N/A),(N/A),128,(N/A),(N/A),True,(N/A)
11468,MH3784,MH3566,נתוני_קווי_ביוב_אופקים-711,160,,11.97,122.8,Circle,0.013,(N/A),(N/A),228,(N/A),(N/A),True,(N/A)
11489,MH282,MH280,נתוני_קווי_ביוב_אופקים-3114,0,,12.01,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11512,MH3768,MH3745,נתוני_קווי_ביוב_אופקים-10661,200,,12.05,9.959,Circle,0.013,(N/A),(N/A),118,(N/A),(N/A),True,(N/A)
11523,MH1640,MH1749,נתוני_קווי_ביוב_אופקים-1141,160,,12.07,-355.45,Circle,0.013,(N/A),(N/A),388,(N/A),(N/A),True,(N/A)
11529,MH1687,MH1685,נתוני_קווי_ביוב_אופקים-2835,8,,12.08,2.484,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11533,MH4228,MH4207,נתוני_קווי_ביוב_אופקים-7015,200,,12.08,10.762,Circle,0.013,(N/A),(N/A),122,(N/A),(N/A),True,(N/A)
11545,MH2683,MH2603,נתוני_קווי_ביוב_אופקים-2310,160,,12.13,68.454,Circle,0.013,(N/A),(N/A),170,(N/A),(N/A),True,(N/A)
11557,MH2808,MH2647,נתוני_קווי_ביוב_אופקים-727,200,,12.14,163.134,Circle,0.013,(N/A),(N/A),477,(N/A),(N/A),True,(N/A)
11563,MH5449,MH5388,נתוני_קווי_ביוב_אופקים-9714,200,,12.14,46.935,Circle,0.013,(N/A),(N/A),256,(N/A),(N/A),True,(N/A)
11575,MH3601,MH3544,נתוני_קווי_ביוב_אופקים-1790,160,,12.17,36.963,Circle,0.013,(N/A),(N/A),125,(N/A),(N/A),True,(N/A)
11585,MH2186,MH2508,נתוני_קווי_ביוב_אופקים-1384,160,,12.33,-221.424,Circle,0.013,(N/A),(N/A),306,(N/A),(N/A),True,(N/A)
11607,MH4683,MH4909,נתוני_קווי_ביוב_אופקים-10829,200,,12.23,-98.09,Circle,0.013,(N/A),(N/A),370,(N/A),(N/A),True,(N/A)
11616,MH2720,MH2687,נתוני_קווי_ביוב_אופקים-8768,200,,12.25,33.463,Circle,0.013,(N/A),(N/A),216,(N/A),(N/A),True,(N/A)
11618,MH2152,MH2142,נתוני_קווי_ביוב_אופקים-8654,200,,12.26,8.975,Circle,0.013,(N/A),(N/A),112,(N/A),(N/A),True,(N/A)
11629,MH3040,MH3034,נתוני_קווי_ביוב_אופקים-3797,20,,12.27,5.867,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11630,MH5069,MH5041,נתוני_קווי_ביוב_אופקים-7541,200,,12.27,13.037,Circle,0.013,(N/A),(N/A),135,(N/A),(N/A),True,(N/A)
11631,MH1748,MH1745,נתוני_קווי_ביוב_אופקים-2626,6,,12.27,3.259,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11642,MH4175,MH4149,נתוני_קווי_ביוב_אופקים-7146,200,,12.29,13.019,Circle,0.013,(N/A),(N/A),135,(N/A),(N/A),True,(N/A)
11648,MH1824,MH1816,נתוני_קווי_ביוב_אופקים-3773,16,,12.31,6.582,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11676,MH3288,MH3154,נתוני_קווי_ביוב_אופקים-758,160,,12.36,87.388,Circle,0.013,(N/A),(N/A),193,(N/A),(N/A),True,(N/A)
11684,MH4683,MH4709,נתוני_קווי_ביוב_אופקים-10840,200,,12.38,-10.497,Circle,0.013,(N/A),(N/A),121,(N/A),(N/A),True,(N/A)
11693,MH4925,MH4904,נתוני_קווי_ביוב_אופקים-6409,200,,12.4,8.872,Circle,0.013,(N/A),(N/A),111,(N/A),(N/A),True,(N/A)
11709,MH4202,MH4179,נתוני_קווי_ביוב_אופקים-6549,200,,12.42,9.664,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
11710,MH290,MH3602,נתוני_קווי_ביוב_אופקים-3280,20,,12.42,-11091.55,Circle,0.013,(N/A),(N/A),8,(N/A),(N/A),True,(N/A)
11712,MH2790,MH2782,נתוני_קווי_ביוב_אופקים-3711,16,,12.42,6.522,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11718,MH3665,MH290,נתוני_קווי_ביוב_אופקים-3281,20,,12.43,11118.691,Circle,0.013,(N/A),(N/A),8,(N/A),(N/A),True,(N/A)
11725,MH400,MH1777,נתוני_קווי_ביוב_אופקים-2528,6,,12.44,-9700.676,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11740,MH5431,MH5412,נתוני_קווי_ביוב_אופקים-7529,200,,12.46,14.442,Circle,0.013,(N/A),(N/A),142,(N/A),(N/A),True,(N/A)
11745,MH2369,MH2323,נתוני_קווי_ביוב_אופקים-2849,6,,12.47,28.07,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11750,MH2591,MH2571,נתוני_קווי_ביוב_אופקים-8646,200,,12.48,12.821,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
11753,MH4054,MH4010,נתוני_קווי_ביוב_אופקים-2064,6,,12.48,21.63,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11768,MH273,MH277,נתוני_קווי_ביוב_אופקים-3109,8,,12.51,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11794,MH5465,MH5386,נתוני_קווי_ביוב_אופקים-1022,200,,12.56,60.486,Circle,0.013,(N/A),(N/A),290,(N/A),(N/A),True,(N/A)
11797,MH2933,MH2943,נתוני_קווי_ביוב_אופקים-10192,200,,12.57,-10.339,Circle,0.013,(N/A),(N/A),120,(N/A),(N/A),True,(N/A)
11802,MH1770,MH1762,נתוני_קווי_ביוב_אופקים-2508,6,,12.58,7.154,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11810,MH4558,MH4530,נתוני_קווי_ביוב_אופקים-7293,200,,12.6,12.7,Circle,0.013,(N/A),(N/A),133,(N/A),(N/A),True,(N/A)
11812,MH3957,MH3904,נתוני_קווי_ביוב_אופקים-2077,160,,12.6,26.189,Circle,0.013,(N/A),(N/A),105,(N/A),(N/A),True,(N/A)
11851,MH3263,MH3125,נתוני_קווי_ביוב_אופקים-759,160,,12.68,87.544,Circle,0.013,(N/A),(N/A),193,(N/A),(N/A),True,(N/A)
11855,MH3120,MH3057,נתוני_קווי_ביוב_אופקים-1612,0,,12.69,44.924,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11863,MH1785,MH1776,נתוני_קווי_ביוב_אופקים-2554,6,,12.72,13.362,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11866,MH2930,MH2907,נתוני_קווי_ביוב_אופקים-736,315,,12.73,18.067,Circle,0.013,(N/A),(N/A),533,(N/A),(N/A),True,(N/A)
11889,MH4124,MH4107,נתוני_קווי_ביוב_אופקים-6721,200,,12.8,9.378,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
11897,MH3057,MH3103,נתוני_קווי_ביוב_אופקים-1100,250,,12.81,-32.792,Circle,0.013,(N/A),(N/A),388,(N/A),(N/A),True,(N/A)
11911,MH5492,MH5430,נתוני_קווי_ביוב_אופקים-9715,200,,12.8,58.575,Circle,0.013,(N/A),(N/A),286,(N/A),(N/A),True,(N/A)
11918,MH2201,MH2216,נתוני_קווי_ביוב_אופקים-8059,200,,12.86,-13.221,Circle,0.013,(N/A),(N/A),136,(N/A),(N/A),True,(N/A)
11932,MH592,MH1545,נתוני_קווי_ביוב_אופקים-7,0,,12.89,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11935,MH5279,MH5215,נתוני_קווי_ביוב_אופקים-5279,200,,12.9,39.55,Circle,0.013,(N/A),(N/A),235,(N/A),(N/A),True,(N/A)
11946,MH3819,MH3766,נתוני_קווי_ביוב_אופקים-1482,160,,12.92,26.316,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
11955,MH452,MH2002,נתוני_קווי_ביוב_אופקים-4270,0,,12.94,-9491.679,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11966,MH4158,MH4129,נתוני_קווי_ביוב_אופקים-10250,200,,12.96,10.802,Circle,0.013,(N/A),(N/A),123,(N/A),(N/A),True,(N/A)
11968,MH4519,MH4575,נתוני_קווי_ביוב_אופקים-8842,200,,12.97,-24.67,Circle,0.013,(N/A),(N/A),185,(N/A),(N/A),True,(N/A)
11969,MH283,MH1146,נתוני_קווי_ביוב_אופקים-3120,0,,12.97,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11972,MH919,MH930,נתוני_קווי_ביוב_אופקים-5607,6,,12.98,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11975,MH522,MH521,נתוני_קווי_ביוב_אופקים-4575,0,,12.98,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
11976,MH4198,MH4225,נתוני_קווי_ביוב_אופקים-7231,200,,12.98,-13.862,Circle,0.013,(N/A),(N/A),139,(N/A),(N/A),True,(N/A)
11996,MH2486,MH2462,נתוני_קווי_ביוב_אופקים-8238,200,,13.05,9.194,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
11997,MH5144,MH5034,נתוני_קווי_ביוב_אופקים-9711,200,,13.06,51.303,Circle,0.013,(N/A),(N/A),267,(N/A),(N/A),True,(N/A)
11998,MH1945,MH1928,נתוני_קווי_ביוב_אופקים-10484,160,,13.06,12.251,Circle,0.013,(N/A),(N/A),72,(N/A),(N/A),True,(N/A)
12001,MH4676,MH4616,נתוני_קווי_ביוב_אופקים-4093,16,,13.06,26.643,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12003,MH4040,MH3965,נתוני_קווי_ביוב_אופקים-3973,20,,13.07,29.39,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12019,MH3716,MH3635,נתוני_קווי_ביוב_אופקים-7058,200,,13.11,41.184,Circle,0.013,(N/A),(N/A),240,(N/A),(N/A),True,(N/A)
12026,MH3834,MH3663,נתוני_קווי_ביוב_אופקים-709,160,,13.13,78.459,Circle,0.013,(N/A),(N/A),182,(N/A),(N/A),True,(N/A)
12027,MH386,MH432,נתוני_קווי_ביוב_אופקים-4353,0,,13.13,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12030,MH5354,MH5320,נתוני_קווי_ביוב_אופקים-5354,200,,13.14,21.306,Circle,0.013,(N/A),(N/A),172,(N/A),(N/A),True,(N/A)
12034,MH1869,MH1850,נתוני_קווי_ביוב_אופקים-2680,160,,13.15,10.648,Circle,0.013,(N/A),(N/A),67,(N/A),(N/A),True,(N/A)
12035,MH16,MH14,נתוני_קווי_ביוב_אופקים-80,6,,13.15,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12046,MH4068,MH4013,נתוני_קווי_ביוב_אופקים-1497,160,,13.18,25.789,Circle,0.013,(N/A),(N/A),105,(N/A),(N/A),True,(N/A)
12047,MH4232,MH4181,נתוני_קווי_ביוב_אופקים-6472,200,,13.19,22.751,Circle,0.013,(N/A),(N/A),178,(N/A),(N/A),True,(N/A)
12048,MH3202,MH3173,נתוני_קווי_ביוב_אופקים-5563,160,,13.19,13.648,Circle,0.013,(N/A),(N/A),76,(N/A),(N/A),True,(N/A)
12050,MH962,MH963,נתוני_קווי_ביוב_אופקים-7853,6,,13.19,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12054,MH3431,MH3397,נתוני_קווי_ביוב_אופקים-7342,200,,13.21,15.896,Circle,0.013,(N/A),(N/A),149,(N/A),(N/A),True,(N/A)
12065,MH1783,MH1777,נתוני_קווי_ביוב_אופקים-2530,6,,13.23,6.048,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12068,MH3168,MH3019,נתוני_קווי_ביוב_אופקים-757,160,,13.23,98.988,Circle,0.013,(N/A),(N/A),205,(N/A),(N/A),True,(N/A)
12071,MH3149,MH3052,נתוני_קווי_ביוב_אופקים-2960,160,,16.43,50.526,Circle,0.013,(N/A),(N/A),146,(N/A),(N/A),True,(N/A)
12078,MH2653,MH2639,נתוני_קווי_ביוב_אופקים-3641,40,,13.26,13.875,Circle,0.013,(N/A),(N/A),2,(N/A),(N/A),True,(N/A)
12080,MH3233,MH3297,נתוני_קווי_ביוב_אופקים-1527,0,,13.26,-42.979,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12081,MH3651,MH3626,נתוני_קווי_ביוב_אופקים-3982,16,,13.27,16.583,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12085,MH1676,MH1669,נתוני_קווי_ביוב_אופקים-4986,16,,13.28,18.829,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12090,MH3113,MH3073,נתוני_קווי_ביוב_אופקים-1887,160,,13.29,29.351,Circle,0.013,(N/A),(N/A),112,(N/A),(N/A),True,(N/A)
12094,MH1584,MH1585,נתוני_קווי_ביוב_אופקים-69,6,,13.3,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12097,MH2784,MH2720,נתוני_קווי_ביוב_אופקים-8769,200,,13.32,60.794,Circle,0.013,(N/A),(N/A),291,(N/A),(N/A),True,(N/A)
12099,MH3331,MH3301,נתוני_קווי_ביוב_אופקים-5744,160,,13.31,14.274,Circle,0.013,(N/A),(N/A),78,(N/A),(N/A),True,(N/A)
12100,MH959,MH960,נתוני_קווי_ביוב_אופקים-5521,6,,13.19,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12113,MH5395,MH5377,נתוני_קווי_ביוב_אופקים-7573,200,,13.35,10.487,Circle,0.013,(N/A),(N/A),121,(N/A),(N/A),True,(N/A)
12114,MH3073,MH3110,נתוני_קווי_ביוב_אופקים-1897,160,,13.35,-26.963,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
12120,MH4227,MH340,נתוני_קווי_ביוב_אופקים-3959,16,,13.37,10577.928,Circle,0.013,(N/A),(N/A),5,(N/A),(N/A),True,(N/A)
12122,MH1855,MH1862,נתוני_קווי_ביוב_אופקים-9387,200,,13.38,-5.232,Circle,0.013,(N/A),(N/A),85,(N/A),(N/A),True,(N/A)
12130,MH1595,MH1591,נתוני_קווי_ביוב_אופקים-7842,800,,13.42,28.318,Circle,0.013,(N/A),(N/A),8011,(N/A),(N/A),True,(N/A)
12133,MH3222,MH3166,נתוני_קווי_ביוב_אופקים-3947,20,,13.43,33.72,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12134,MH5065,MH5034,נתוני_קווי_ביוב_אופקים-9697,250,,13.44,11.164,Circle,0.013,(N/A),(N/A),226,(N/A),(N/A),True,(N/A)
12137,MH4385,MH4353,נתוני_קווי_ביוב_אופקים-1461,160,,13.44,14.878,Circle,0.013,(N/A),(N/A),79,(N/A),(N/A),True,(N/A)
12138,MH4231,MH4209,נתוני_קווי_ביוב_אופקים-1570,160,,13.44,9.669,Circle,0.013,(N/A),(N/A),64,(N/A),(N/A),True,(N/A)
12143,MH4579,MH4559,נתוני_קווי_ביוב_אופקים-7392,200,,13.47,9.649,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12144,MH766,MH761,נתוני_קווי_ביוב_אופקים-5565,6,,13.47,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12145,MH4984,MH4959,נתוני_קווי_ביוב_אופקים-7555,200,,13.48,9.647,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12148,MH4672,MH3989,נתוני_קווי_ביוב_אופקים-1047,200,,13.49,308.366,Circle,0.013,(N/A),(N/A),656,(N/A),(N/A),True,(N/A)
12152,MH1436,MH1447,נתוני_קווי_ביוב_אופקים-24,6,,13.51,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12161,MH4808,MH4830,נתוני_קווי_ביוב_אופקים-10844,200,,13.53,-9.61,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
12162,MH4977,MH4936,נתוני_קווי_ביוב_אופקים-7501,200,,13.54,15.515,Circle,0.013,(N/A),(N/A),147,(N/A),(N/A),True,(N/A)
12163,MH2108,MH2093,נתוני_קווי_ביוב_אופקים-8219,200,,13.54,13.291,Circle,0.013,(N/A),(N/A),136,(N/A),(N/A),True,(N/A)
12169,MH4086,MH4761,נתוני_קווי_ביוב_אופקים-1045,200,,13.56,-302.332,Circle,0.013,(N/A),(N/A),649,(N/A),(N/A),True,(N/A)
12171,MH4356,MH4020,נתוני_קווי_ביוב_אופקים-7183,200,,13.57,142.227,Circle,0.013,(N/A),(N/A),445,(N/A),(N/A),True,(N/A)
12173,MH3422,MH3329,נתוני_קווי_ביוב_אופקים-704,200,,13.58,48.608,Circle,0.013,(N/A),(N/A),260,(N/A),(N/A),True,(N/A)
12174,MH1197,MH2808,נתוני_קווי_ביוב_אופקים-5674,6,,13.58,-9617.845,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12191,MH417,MH409,נתוני_קווי_ביוב_אופקים-4339,0,,13.65,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12200,MH4222,MH4202,נתוני_קווי_ביוב_אופקים-6547,200,,13.68,9.506,Circle,0.013,(N/A),(N/A),115,(N/A),(N/A),True,(N/A)
12201,MH381,MH382,נתוני_קווי_ביוב_אופקים-4290,0,,13.69,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12206,MH5410,MH5360,נתוני_קווי_ביוב_אופקים-4060,16,,13.71,32.162,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12213,MH800,MH2106,נתוני_קווי_ביוב_אופקים-4188,0,,13.75,-9014.296,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12227,MH3764,MH3708,נתוני_קווי_ביוב_אופקים-2081,160,,13.79,26.828,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
12228,MH1914,MH1955,נתוני_קווי_ביוב_אופקים-10482,160,,13.8,-30.444,Circle,0.013,(N/A),(N/A),114,(N/A),(N/A),True,(N/A)
12231,MH488,MH487,נתוני_קווי_ביוב_אופקים-5428,0,,13.81,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12235,MH109,MH110,נתוני_קווי_ביוב_אופקים-5069,0,,13.83,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12241,MH1846,MH1835,נתוני_קווי_ביוב_אופקים-2730,6,,13.85,5.054,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12244,MH3059,MH2991,נתוני_קווי_ביוב_אופקים-1103,200,,13.85,44.752,Circle,0.013,(N/A),(N/A),250,(N/A),(N/A),True,(N/A)
12246,MH2461,MH2502,נתוני_קווי_ביוב_אופקים-8281,200,,13.87,-20.184,Circle,0.013,(N/A),(N/A),168,(N/A),(N/A),True,(N/A)
12248,MH2123,MH1466,נתוני_קווי_ביוב_אופקים-3137,0,,13.88,8941.078,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12252,MH2416,MH2398,נתוני_קווי_ביוב_אופקים-8152,200,,13.89,12.237,Circle,0.013,(N/A),(N/A),131,(N/A),(N/A),True,(N/A)
12254,MH4847,MH4766,נתוני_קווי_ביוב_אופקים-4028,16,,13.9,34.74,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12255,MH1404,MH1393,נתוני_קווי_ביוב_אופקים-20,6,,13.91,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12256,MH836,MH837,נתוני_קווי_ביוב_אופקים-5113,14,,13.91,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12257,MH4607,MH4559,נתוני_קווי_ביוב_אופקים-6403,200,,13.91,20.847,Circle,0.013,(N/A),(N/A),170,(N/A),(N/A),True,(N/A)
12262,MH4021,MH3809,נתוני_קווי_ביוב_אופקים-3962,10,,13.93,81.261,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12265,MH2428,MH2413,נתוני_קווי_ביוב_אופקים-3849,40,,13.94,13.269,Circle,0.013,(N/A),(N/A),2,(N/A),(N/A),True,(N/A)
12268,MH2474,MH2529,נתוני_קווי_ביוב_אופקים-3050,160,,13.95,-27.233,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
12271,MH55,MH57,נתוני_קווי_ביוב_אופקים-5733,0,,13.96,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12273,MH1611,MH1609,נתוני_קווי_ביוב_אופקים-4170,18,,14.19,4.228,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12277,MH4644,MH4546,נתוני_קווי_ביוב_אופקים-9710,200,,13.98,38.619,Circle,0.013,(N/A),(N/A),232,(N/A),(N/A),True,(N/A)
12278,MH491,MH490,נתוני_קווי_ביוב_אופקים-4486,0,,14.0,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
12291,MH2519,MH2546,נתוני_קווי_ביוב_אופקים-8178,200,,14.06,-12.806,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
12293,MH861,MH2932,נתוני_קווי_ביוב_אופקים-8693,160,,10.25,-12884.615,Circle,0.013,(N/A),(N/A),2338,(N/A),(N/A),True,(N/A)
12295,MH1029,MH3293,נתוני_קווי_ביוב_אופקים-9724,110,,14.08,-9621.068,Circle,0.013,(N/A),(N/A),744,(N/A),(N/A),True,(N/A)
